,Topic,Count,Name,Representation,Representative_Docs
1462,1461,11,1461_rinderer_deutschen_ganzlehen_citirt,"['rinderer', 'deutschen', 'ganzlehen', 'citirt', 'gezmehlin', 'hallmin', 'vorkehrenden', 'auserwählten', 'walterdorf', 'halm']","['Geschichten des auserwählten Volcks GOttes, aus Göttli licher Schrift allem zusammen gerragen, das ist, eine vollständige, und Schriftmätzige Be schreibung alles dessen, so sich mit denen Js raeliten seit der Erschaffung der Weit bis zur Geburt des Messias zugetragen, aus dem Französischen übersetzt von Anton Weimar  JEsu,  Theil 4to Lutzemburg 1753.', 'Schullenburg Deynhau sischen Herrschaft Oberwaltersdorftschen Amts kanzley wegen, wird hiemit jedermänniglich kund und zu wissen gemacht: Wasgestalten man des Mathias Rinderer Fleischhackermeister im Dorf Oberwaltersdorf bisher eigenthümlich besessene Viertel Lehensbehausung; samt dazu gehörigen 5 1∫2 Joch Hausacker, 3∫8 Krautgarten, 10 Pfund Weingarten, und 1∫2 Joch Holzlust, nebst Fleischhackergewerb exofficio dem Meist bietenden hindanzugeben, sohin auch die sämt liche Gläubiger des besagten Mathias Rinderer pro 1mo 2do&3tiotermino einzuberufen für unumgänglich nothwendig befunden; daher dann sowohl zu Liettirung des besagten Hau ses, samt Zugehör, als auch zu Anmeld und Liquidirung der Foderungen, welche man etwa subquocunquetitulo ass ihme Rinderer zu haben vermeinet, der  Juli   bestim met worden, an welchem Tag demnach sowohl die Kauflustige, als fodernde Partheyen ent weder selbst persönlich, ober durch genugsam Bevollmächtigte in der herrschaftl.', 'Von der Amtskanzley der gräfl Daunischen Herrschaft Ober Walterdorf wird hiemit be kannt gemacht: Es sey für nöthig befunden worden, die zur Johann Friederich und Anna Catharina Humlischen Konkursmasse gehörige ausser Traiskirchen an der Steyrischen Post und Kommerzialstrasse im Dorf Deynhausen liegende zwey Ganzlehen, mit den hiezu gehö rigen theils in Hausgärten, theils in Wiesen, meistentheils aber in Aeckern bestehende 62 3 8tel Joch derzeit zehendfreyen Hausgründen, nebst dem auf einem dieser Ganzlehen bereits hergestellten Gebäude, so aus 3 gemauerten Zimmern, 3 Kammern, 3 Kucheln, ein Holz gewölb, und einer Stallung bestehet, mit der Erinnerung,dassaufdemzweitenGanzlehen von dem Käufer ein Wirtschaftsgebäude her gestellt werden müsse, nochmal, weil der sich hervorgethanene Käufer mit Berichtigung des Kaufschillings die von ihm selbst benannten Zahlungsfristen nicht zugehalten hat, gerichtlich auszufeilen, und denMist bietenden jedoch ge gen gleich baare Bezahlung, entweder beede mitsammen oder einzelnweis, hindanzugeben.']"
1463,1462,11,1462_wählung_taufbathen_viviani_elisabethacristina,"['wählung', 'taufbathen', 'viviani', 'elisabethacristina', 'rotsammetenen', 'malborough', 'anticamera', 'zoldo', 'neugebohrnen', 'zeigung']","['Von Ga zoldo wird berichtet, dass die Herren Reichs Grafen, dieses Namens zur offentlichen Be zeigung ihrer Freude, über die Glorreiche Er wählung, und Krönung  Francisci  zum  Kaiser, in dasiger Ertz priesterliche Kirche, unter einem herrlichen Thron die Bildnuss Jh ro Kaiserl.', 'Majestät AntiCamera unter abermaliger Begleitung obbenannter beeder Herren Ritteren getragen aldorten die Königliche Frau Aja den Durchlgsten Ertz Hertzogen wieder abgenommen und in Jhrer Majestät der Königin Schlaf Zimmer in welchem wehrender Taufe bey Allerhöchst gedachter Königlichen Maje stät Dero Frau Mutter die Verwittibte  Kaiserin ElisabethaCristina beständig ge blieben auf denen Armen hinein gebracht und nachdeme Jhre Königl.', 'Majestät, und der Herr Marches Prio re Luigi Viviani jene  katholischen Ma jestät, welche beyde höchsten Häupter die Taufbathen eröfterten neugebohrnen Prin zens waren.']"
1464,1463,11,1463_1796_ungeb_janvier_zürich,"['1796', 'ungeb', 'janvier', 'zürich', 'wien', 'nachricht', '', '', '', '']","['Wien 1796.', 'Wien 1796.', 'Wien 1796.']"
1465,1464,11,1464_landesfrau_schiffeten_tageslicht_thon,"['landesfrau', 'schiffeten', 'tageslicht', 'thon', 'entbindungszeichen', 'radziwil', 'spiegelzimmer', 'ertheilten', 'distinguirten', 'toi']","['Was kann dann diese junge Prinzessinn, die ihr Thon 3 Jahre lang dem Tageslicht entzogen habt, gegen die Republik ausrichten?', 'Hier ertheilten   Jhre Einwilligung zu der Vermählung der Prin zessinn Louisa, Tochter des Prinzen Fer dinand, mit dem Fürsten Anton Radziwil.', 'der Kaiserin Königin, unserer allergnädigsten Landesfrau gefällig, zum er stenmal seit der Zurückkunft aus Tyrol in dem Spiegelzimmer sich wieder offentlich dem sehr zahlreich erschienenen Adel, und andern distinguirten Personen zu zeigen, und selbi gen die Hand zu küssen zu geben.']"
1466,1465,11,1465_masin_caldas_chauvelin_ansinnen,"['masin', 'caldas', 'chauvelin', 'ansinnen', 'copia', 'erzherzoge', 'aufzu', 'nichtweniger', 'durchlauchtigsten', 'warten']","['Der Graf Masin, so einige Zeit als königl.', 'Majestät aufzu warten, und Allerhöchst dieselben sowol, als die Durchlauchtigsten Erzherzoge Königl.', 'Chauvelin.| ( Copia) Von wegen des Königs.']"
1467,1466,11,1466_isis_ily_aura_ameld,"['isis', 'ily', 'aura', 'ameld', 'ungebleichte', 'ungedruckt', 'panispheres', 'spurasgläubiger', 'cottunstücke', 'verachter']","['Es| Es sind seit kurzer Zeit  noch ungedruckt und ungebleichte Cottunstücke entwendet worden: wer solche oder davon etwas an sich gekauft, der auch nur eine gründliche Nachricht davon hätte, beliebe solches gegen versicherter Wieder erstattung der Auslage, oder eines Recompens in dem Frag und Kundschaftamt anzuzeigen.| Von des freyen Stifts und Klosters Melk Herr schaft Traiskirchen wird allen, denen daran gele gen durch dieses offene Edict kund und zu wis sen gemacht: Es habe die Nothdurft erfordert eine förmliche Zusamberuffung der Glaubiger des Paul Schmids burgerl.', ""Ily aura au commencement deux panispheres nouveaux déposés à l'Academie des Sciences, qui serviront avec l'explication pour Traité du Culte du Soleil; enfuite ily aura la belle procession d'Isis dont ou ne connoit pas de tableau, cette planche sera double attachée à un ongle; après on trouvera encore plusieurs Isis,& Idoles des Egyptiens&."", 'Da hiezu der  September   bestimmt wor den ist, als haben jene, so an obgedachte Ver lassenschaft einige Forderungen zu stellen ver meinen, an dem bestimten Tag früh um 9 Uhr entweder selbst persöhnlich, oder durch ei nen hinlänglichen Bevollmächtigten alsogewiss bey dieser Herrschaft zu erscheinen, widrigens nach Verlauf dieses Termins sie nicht mehr gehört, sondern diese Verlassenschaft den be treffenden Erben ohne weitern zuerkennet wer den wird.| Convoc.SpurasGläubiger Von dem   in den Croatischen und Meergränzen aufgestellten     wird hiemit bekannt gemacht: Es sey der pensio nirte ehedem bey dem ersten Banalregimente gestandene Oberlieutenant und Rechnungsfüh rer, Franz Spura, von Petau aus Untersteu ermarkt gebürtig, unterm  Dezember zu Glina ohne bekannten Erben abintestato ververstorben storben.']"
1468,1467,11,1467_orleans_arunculen_schöne_arnunculen,"['orleans', 'arunculen', 'schöne', 'arnunculen', 'culen', 'arnun', 'aruncu', 'arunkulen', 'len', 'von']","['Arunculen die schöne von Orleans.', 'Arunculen die schöne von Orleans.', 'Arunculen die schöne von Orleans.']"
1469,1468,11,1468_1795_london_pancsova_juni,"['1795', 'london', 'pancsova', 'juni', 'junius', 'april', 'wien', 'may', 'den', 'am']","['Wien den  Juni 1795.', 'Wien den  Juni 1795.', 'Wien den  Juni 1795.']"
1470,1469,11,1469_arbeit_engeländtsche_wasserburgerischen_überauss,"['arbeit', 'engeländtsche', 'wasserburgerischen', 'überauss', 'verhmderen', 'astrea', 'krauckheiten', 'zuzwingen', 'zupflantzen', 'ueberschläge']","['So, wie heimtückische Räuber in kleine Haufen getheilt, ganz behutsam bey nächt licher Stille sich sammlen, den Dörfern mit Flügeln sich nahn, auch noch heim tückisch und still, um die finsteren mitmitternächtigen| ternächtigen Stunden nach des Landmanns ruhigen Hütte schleichen, still Thüre und Fenster mit Schrecken bewaffnet durchdrin gen, und alles zu tödten suchen, was ath met: so still und heimtückisch tratt aus ih ren Ufern die Donau, der königl Strom Europens, und überraschte den sichern Landmann noch zum Glücke beym Tage.', 'Wäre er westwärts gegangen, so wäre sicher die ganze Stadt eingeäschert worden, da Menschen und Pferde durch die unablässige Arbeit so abgematte waren, dass man an keine Rettung mehr denken konnte.', 'Miquelets und die Burger bestehe auch noch täglich verstärckt würde weilen die Stadt nicht gantz umbringt seye durch ihre Aussfälle grossen Schaden zufüge;nichtsdestowenigerhättendieFrantzosenschonvon einer| einer Batterie auss etlichen Stucken und Mörsern gegen die Vestung Montjoui zu spielen angefangen wären auch in der Arbeit begrieffen noch  Batterien auffzuwerffen umb  Stuck und vile Mörser darauff zupflantzen mit hin die Stadt durch Feuer zuzwingen; wie sie dann ohnedem schon meistens mit feurigen Kugeln geschossen; allein man wolte sich wegen baldiger Erobe rung des Orths schlechte Hoffnung machen; weilen darinnen Jhro Majest.']"
1471,1470,11,1470_befundenen_medizinischer_fakultät_proben,"['befundenen', 'medizinischer', 'fakultät', 'proben', 'schädlich', 'abgelegt', 'gnädig', 'erlaubniss', 'unschädlich', 'säuberung']","['medizinischer Fakultät abgelegt, und un schädlich befundenen Proben, auch die gnädig ste Erlaubniss erhalten.', 'medizinischer Fakultät abgelegt, und un schädlich befundenen Proben, auch die gnädig ste Erlaubniss erhalten.', 'medizinischer Fakultät abgelegt, und un schädlich befundenen Proben, auch die gnädig ste Erlaubniss erhalten.']"
1472,1471,11,1471_koch_kramerg_schueld_hauserin,"['koch', 'kramerg', 'schueld', 'hauserin', 'balthas', 'riemer', 'rossau', 'eder', 'schuster', 'bürg']","[""Koch's Gläubiger."", ""Koch's Gläubiger."", ""Koch's Gläubiger.""]"
1473,1472,11,1472_lamentskammeren_confödera_berahtschlagten_veroffenbaren,"['lamentskammeren', 'confödera', 'berahtschlagten', 'veroffenbaren', 'begängniss', 'tionsacte', 'beschimpfung', 'antrat', 'montagne', 'überwintert']","['Die Könige von Neapel selbsten haben bey Gelegenheit derer Jagden alda überwintert wie dann noch das Gebäu ihrer Wohnung und unter anderen auch das berühmte Tribunal der Königl.', 'Man beschloss darauf, Deputirte an den König zu senden, um demselben die Confödera tionsacte zu überreichen, und um seinen Beytritt zu bitten.', 'Jn dem Augenblicke wo der König im Begriff stehet, seine Macht und Gewalt durch die Feyerlichkeit der Salbung zu heiligen, veroffenbaren sich unterschied liche Merkmale seiner erhabenen Milde.']"
1474,1473,11,1473_benstehenden_pöltner_136_viehställen,"['benstehenden', 'pöltner', '136', 'viehställen', 'stiftgrundbuch', 'altstadt', 'hauswirthschaft', 'stockwerke', 'liebha', 'klafter']","['Mitten in der Stadt in einer schön geräumi gen Gasse ist künftigen  Michaeli in einem wohlgebauten Hause zu einer sehr gelegensamen Wohnung der ganze erste Stock, bestehend aus 12 Zimmer nebst 2 Alkofen, wo in 4 Zimmer eingelegte Fussböden, in allen aber Winterfen ster, Lamberien, Fensterbalken und Superpor ten angebracht sind, einer Kuchel, einem Zim mer zu ebener Erde für Domestiquen, geräu migen Keller, Holz und Heugewölb, Stallung auf 8 Pferde, Wagenschupfen auf 2 Wägen, dann einem Haber Schütt und einen andern besondern Dachboden, zu verlassen; Wem es gefällig diese Wohnung zu miethen, beliebe sich des Nähern bey Verlegern des wienerischen Diariums zu erkundigen.', 'Zu Rötz in der Altstadt ist das unter das  Pöltner Stiftgrundbuch gehörige Haus  136, welches in 4 zu ebener Erde gewölbten Zimmern und einem Gewölbe, dann einem ne benstehenden Stockwerke von einem Zimmer und Kammer, auch zu ebener Erde in einem Ge wölbe, zur Hauswirthschaft bequem verschiede nen Viehställen, schönen Hof und grossen Kel ler bestehet, täglich zu verkaufen; die Liebha ber hiezu können sich deshalb bey dem bürgerl.', 'Zu Rötz in der Altstadt ist das unter das  Pöltner Stiftgrundbuch gehörige Haus  136, welches in 4 zu ebener Erde gewölbten Zimmern und einem Gewölbe, dann einem ne benstehenden Stockwerke von einem Zimmer und Kammer, auch zu ebener Erde in einem Ge wölbe, zur Hauswirthschaft bequem verschiede nen Viehställen, schönen Hof und grossen Kel ler bestehet, täglich zu verkaufen; die Liebha ber hiezu können sich deshalb bey dem burgerl.']"
1475,1474,11,1474_wienn_1705_jenner_biss,"['wienn', '1705', 'jenner', 'biss', '1710', 'majori', '339479', 'charta', '1728', 'leip']","['Wienn vom  biss  Jenner 1710.', 'Wienn vom  biss  Jenner 1705.', 'Wienn vom  biss  Jenner 1705.']"
1476,1475,11,1475_glorreicheste_kurzböck_hafners_glaserischen,"['glorreicheste', 'kurzböck', 'hafners', 'glaserischen', 'buchdru', 'beylager', 'gedicht', 'ckern', 'hochzeit', 'logiætheologiae']","['Jose phus Gundl,     Philosoph.&  Theo logiæTheologiae Doctor, TertiæTertiae Lectionis Professor, ac  InclytæInclytaeFacultatisPhilosophicæPhilosophicaeDe canus, den sonst gewöhnlichen Eid von Ver theidigung der Unbefleckten Empfängnus  MA RIÆ, abgeleget; nach welchem, weilen die Löbl.', 'Bey Joseph Kurzböck, Universitäts buchdru ckern, in der Bogner gasse im Hof glaserischen Haus ist zu haben: Philipp Hafners, Hochzeit gedicht auf das glorreicheste Beylager beyder Königl.', 'Bey Joseph Kurzböck, Universitäts buchdru ckern, in der Bogner gasse im Hof glaserischen Haus ist zu haben: Philipp Hafners, Hochzeit gedicht auf das glorreicheste Beylager beyder Königl.']"
1477,1476,11,1476_dantzig_giac_adelgeist_giornale,"['dantzig', 'giac', 'adelgeist', 'giornale', 'dorotea', 'letterati', 'xxxviii', 'bereutere', 'oberösterreichischen', 'naum']","['6— Joseph Adelgeist, Binder.. 6—| Kreis Viertel    Herrschaft Mitterau.', 'Dorotea von 36  und 250 Mann, commandirt von  Giac.', ""Giornale de letterati d'Italia XXXVIII.""]"
1478,1477,11,1477_formularia_formulis_obanberaumten_schwabische,"['formularia', 'formulis', 'obanberaumten', 'schwabische', 'prospiciren', 'mungalen', 'botzens', 'undum', 'cademischen', 'recipirten']","['1763 in Verstoss gerathen, und ohngeachtet all fleissigen Nachsuchens nicht ausfindig zu machen sey; wann nun sie hier wegen um Ausfertigung der gewöhnlichen A mortisationsedikten gehorsamst angelangt sind; solchemnach werden all diejenige, welche et wann obgedachte Florian Rauscherische Obli gation samt Satzbrief in Handen, und hierauf einige Sprüch und Anfoderung zu machen be rechtiget zu seyn glaubten, binnen 1 Jahr 6 Wochen und 3 Tagen bey dieser herrschaftlichen Amtskanzley zu erscheinen und sich mit diesen Jnstrumenten zu legitimiren haben, wie im widrigen nach verstrichenen Termin solche für null und nichtig gehalten, und Eingangs gedachten Nehhamerischen Erben der annoch hier aufhaltende Geldbetrag ausgefolgt werden wurde.', 'Das Exemplar kostet ungebunden     gebunden     Item, Johann Gottfried Botzens wol instruirten Amts und Gerichts  Actuarii, 4te Fortsetzung darinnen nicht nur ver schiedene nach dem bey Aemtern und an deren  recipirten Stylo eingerichtete Formularia: sondern auch was die bey denen Formulis hergebrachte  Clausulen und Cautelen in  Jure&Praxi vor einen Effect und Würkung haben und welcher gestal ten die  Contrahenten bey Abschliessung deren  Contracten sich vorsichtig  prospiciren sollen zu finden und anzutreffen seynd; alles aus bewehrten  Authoribus, und A  cademischen Responsis zusammen getragen.', 'Es ist im November vorigen Jahrs die Kund machung in den öffentlichen Zeitungsblättern ge macht worden, dass ich die Mitdirection der Wie ner Neustädter Zucker Raffinerie, mit  Franz  Salluba, als ursprünglichen Unternehmer der selben, übernommen habe; gleichwie aber die Ver hältnisse gegenwärtiger Lage dergleichen Unterneh mungen nicht begünstigen, und folglich die gemein nützlichsten Absichten derzeit sehr schwer ihr Ziel erreichen können, so entschloss ich mich dieser Mit Direction um so mehr wieder gänzlich zu entsagen, als ich überzeugt bin, dass.']"
1479,1478,11,1478_loidolter_verwickelte_ojetti_mühlenischen,"['loidolter', 'verwickelte', 'ojetti', 'mühlenischen', 'verlassenschaftsprüchundanforderungen', 'nocenzi', 'welchebeydesfranzhölb', 'czchinisch', 'liborio', 'stifsherrschaft']","['Von  Richter und Raht der Stadt Wayd hofen an der Ybs wird der dem Vernehmen nach schon über  Jahr abwesend und unwissentli cher Rosalia Grossin, wann selbe annoch lebete, oder ihren allenfalls hinterlassenen Kindern und Creditoren hiemit auferleget, dass sie erstgemeldte Jnteressirte wegen denen bey diesem Stadt raht annoch vorfindigen     von heutigem Dato inner einem Jahr, sechs Wochen und drey Tägen entweder selbst persönlich, oder durch ei nen Gevollmächtigten auf unserem Raht haus also gewiss erscheinen, wie im widrigen nach Ver streichung solchen Termins sie nicht allein nicht mehr angehöret, sondern die gemeldte     denen sich bereits angemeldten nächsten Be freundten zugetheilet werden sollen.', 'Sebastian Loidolter Von der Abhandlungsinstanz der Stifsherrschaft Lilienfeld und Kreisbach wird der durch 30 Jahre abwesende Sebastian Loidolter, vom Parzhof im Gerichte Hainfeld dergestalt vorgerufen, dass, wenn derselbe binnen 1 Jahr und 6 Wochen nicht erscheinen, oder seine Existenz bekannt machen würde, er als nicht mehr am Leben angesehen, und über dessen hier befindliches Vermögen auf Anlanngen seiner gesetzlichen Erben die Verhandlung gepflogen werden würde.', 'Joachim Joseph Giller   Landschafts officiantens seel.VerlassenschaftSprüchundAnforderungen haben, oder zu haben vermeinen, hiermit zu wis sen: Welchergestalten wir auf Anlangen Herrn  Seeger, als gerichtlich aufgestellten Joachim Joseph Gillerischen Curatorisadlites, und hier über an uns ergangene gerichtliche Auflag eine peremptorie clausulirte Convocations und Liqui dations tagsatzung auf den 21sten May Nach mittag um  Uhr in meinem Land schreibers in der Wolzeil im vorhin Czchinisch nunmehro ei genen Behausung im 2ten Stock habenden Wohn zimmern zu erscheinen zur peremptorie clausulir ten Tagsatzung  pro 1mo, 2do, 3tio,acultimo Termino bestimmet haben.']"
1480,1479,11,1479_ulrichintheresia_atheins_pargow_briffau,"['ulrichintheresia', 'atheins', 'pargow', 'briffau', 'hardig', 'stampach', 'unverzagt', 'crossen', 'mölker', 'kofler']","['Franz Anton Graf von Atheins.', 'UlrichinTheresia Unverzagt Graf Leopold.|  Walter Jgnatz Augustin.', 'Bey  Briffau auf der Mölker Bastey ist zu haben:']"
1481,1480,11,1480_stuwer_priv_luftfeuerwerker_stuschin,"['stuwer', 'priv', 'luftfeuerwerker', 'stuschin', 'stubmer', 'stubenberg', 'georg', 'privileg', '1666', 'lustfeuerwerker']","['Johann Georg Stuwer,   priv.', 'Johann Georg Stuwer,   priv.', 'Johann Georg Stuwer   priv.']"
1482,1481,11,1481_pur_nunculen_rote_extra,"['pur', 'nunculen', 'rote', 'extra', 'köstigung', 'appelli', 'ochsenhäute', 'amail', 'bracelleten', 'parken']","['Pur rothe extra schöne Arunculen.', 'Pur rote extra schöne Ar nunculen.', 'Pur rote extra schöne Ar nunculen.']"
1483,1482,11,1482_netz_anschauen_verlasset_6tus,"['netz', 'anschauen', 'verlasset', '6tus', 'marionett', 'parition', 'eilt', 'zwistigkei', 'schee', 'corporelle']","['haben, er wäre gar kein Strassenräuber, son dern aus dem nächsten Dorfe, hätte eine Frau und vier Kinder, welche für Hunger sterben woll ten, er wolle dieses Geld zu Kaufung Brods an wenden; und damit er sehe, dass er die Wahrheit rede, so sollte er mit ihm gehen, und die grosse Hungersnoth anschauen.', 'Jst verordnet worden, dass keine ausländische Schee ren Schleiffer, Marionett Spieler, Zigen ner  hier ins Reich sollen gelassen werden; sofern sie corporelle Straffe vermeiden wollen. )', 'Der matte Bauersmann verlasset Pflug und Felder Und stellt sich auf den Weeg in seine Reihe  Der Jäger lässt zuruck die Schatten volle Wälder Der Fischer seine Netz der Schiffer seinen Kahn Und eilt in vollem Lauf begierig an die Strassen Um Eure Majestät in das Gesicht zu fassen.DarumenwerfetauchvonEurenhohenZinnen Auf unser tieffes Thal nur einen Gnaden Blick Last unsre Demut doch uns Eure Huld gewinnen Und denket noch hinfür Grossmächtigste zurük Al hier seynd Uns zur Freud die treueste Vasallen Jn allgemeiner Pflicht zu unsern Fuss gefallen.']"
