Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document
"Fastens Zeit,  1749. kostet ro her   Kleiner Seelen Wecker, oder auserlösene moralische Betrachtungen.",191,191_reitter_juden_reitterin_erben,"['reitter', 'juden', 'reitterin', 'erben', 'abwesend', 'wochen', 'jahr', 'binnen', 'rosalia', 'tod']",,reitter - juden - reitterin - erben - abwesend - wochen - jahr - binnen - rosalia - tod,False
"Aus der Ukraine laufen die Nachrichten noch immer fort, dass die Räubereyen und Einfäl le derer Haydamacken immer grösser würden, sogar haben selbige die Postilions beraubet, und die Briefschaften zerrissen.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
Die Sturm winde und Schlos sen verursachen gleichfalls in unserer Gegend nicht geringen Schaden.,10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Birken feldische JnfanterieRegiment mit exactester Fertigkeit im Feuer zu höchstem Vergnügen exerciren gesehen, in Anwesenheit  Durchl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Zu denen beyden grossen Muste rungen schicket sich bereits alles an, und die Regimenter treffen nach und nach  Die er ste ist auf den  und die andere auf den  dieses festgesetzt.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Des andern Tages musterte der  General von Sommerfeld das erste Battail lon der Garde.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Es befinden sich wegen der Musterungen bereits die mehresten Generäle und Befehlhaber der Regimenter alhier.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"dem General Leutenant von der Jnfanterie, Fürsten Moritz von Anhalt Dessau, zu Star gard speisen wollen; so ist schon verwi chenen Sonn abend, und Vorgestern, eine Anzahl Königl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Pferde von hier auf die bestimm ten Stationes abgesendet worden.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Höchst ge dachte  Majestät haben bey Königsberg fol gende Jnfanterie regimenter gemustert: von Lehwald; von Below; Graf von Dohna; von Schlichting, und von Kalstein.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Nachmit tags, zwischen  und  Uhr, hatten wir all hier ein starkes mit heftigen Blitzen, und häu figem Regen vermischtes Donnerwetter.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Als noch am verwichenen Freytag die erste Battaillon des Löbl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Marschallischen Jnfante rie Regiments in denen eine Stund von hier benachbarten Dorfschaften ausser der Favori ten Circumvallations Linie eingetroffen, und am Samstag Rasttag gehalten, hat diesel be am Sonntag darauf den Marsch hiesige Stadt vorbey weiters nacher Mähren fortge setzet, und werden derselben noch diese Woche die  andere Battaillons dahin nachfolgen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Feld Marschall Graf Ogilvische Land und Feld Regiment in  Compa gnien bestehend den 1ten Julii in das formir te Lager bey ReityReutte an dem Lechfluss eingerucket, und daselbst bis letzten Augusti auf Allerhöchst Kaiserl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Zelt ge lagert, wohin auch kurz darauf  Französische Picketter,  Garnadier Compagnien, und  Escadronen Reiter gekommen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Braut Personen in Begleitung obgemeldeter Piemon tesischer Truppen, und einer Compagnie Edelleute zu Pferd, und in blauen Uniforme aus denen  Thälern von Bardonnasche, Oulx, und Sezana, in Senften nach Sezana abgereiset.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
Gleichergestalt wird in der Mitte nur gedachten Monats der Graf von March zu Newmar ket ein sonderbares Rennen von  Pferden anstellen.,9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
"Die General Staaten haben denen Com missarien, welche zu Widerauffbauung deren ruinirten Häusern zu Bergen op zoom er nannt worden, zu solchem Bau einsweilen 125000.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Cavallerieregimentern mit Anfang nächst eintrettenden Monats Augusti in dem Königreich Hungarn würklichen formiret wer den sollen, und hierzu bereits die  Lager ausgezeichnet worden, als haben die annoch dahier befindlich geweste Herren Officiers die allerhöchste Ordre, zu ihren Regimentern abzugehen, erhalten, und seynd diesen zufolge schon alle abgereiset, haben auch zugleich viele Monturs gattungen, und andere Noht wendigkeiten mit sich genommen.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Bey nunmehro anhaltender trockener Sommers witterung ist das angeschwollen gewe ste Gewässer des Donau stroms wieder in die Schranken seines Ufers gefallen, und fahr bar geworden, dass also die gewöhnliche Botten und andere Oberländische Schiffe mit zer schiedenen Gerätschaften, ingleichen auch mit der Equipage samt einigen Haus bedienten des Chur Bayerischen Gesandtens Herrn Ba ron von Neuhans Excell.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
Ein grosse Bürger Schaar greift auch zu denen Waffen Legt den gewohnten Zeug von seinem Handwerk hin Weil ihnen die Natur auch Mut hat beygeschaffen Wann es zum Fechten kommt für ihre HerrscherinEsfliegenebenauchdiedonnerendeBlitze Aus dem verlegnen Zeug des schnarenden Geschütze.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Als etwas besonders ist an zumerken, dass dieser Ausbruch nicht mit einem Stein Hagel, und Aschen regen begleitet ge wesen, obgleich den  und 4ten ein wenig Asche gefallen.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Die letzten hohen Fluhten haben einige  Mor gen Landes bey Stratkord, Bromlay und West ham überschwemmet, und grossen Scha den verursachet.ZuHeytesburyinWiltshire hatmanvorigeWocheeinenheftigenSturm mit einem Donnerwetter gehabt, wodurch ver schiedene Personen beschädiget worden seynd.| Aus Frankreich.| Paris   Jhro Majestät der König haben letzteren Sonntag dem ersten Präsidenten, einem Prä sidenten a Mortier, und einigen anderen Glie deren des Parlaments Audienz ertheilt; und denselben Dero Gesinnung, wegen der Ver ordnung von Verwaltung deren Spitälern eröfnet.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Von denen Kostbarkeiten, welche von auswärtigen Orten zu dem be vorstehenden Krönungs fest seynd verschrieben worden, seynd nunmehro verschiedene von denselben hieselbst angelangt; Der rauhe Win ter hat sich bereits hieselbst mit einigen Schnee und ziemlichen Frost eingefunden, die Schif fahrt aber ist bis dahin dannoch ununterbrochen gewesen.| Stockholm   Bey der gestrigen Tages gehaltenen Ver sammlung deren Hochlöbl.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Hoheit, dem jungen Erb prinzen Friedrich August von Sachsen gnä digst anzuvertrauen geruhet; auch demnächst noch mehrere militarische Promotionen vorzu nehmen beschlossen.| Bonn  November.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Lezt verflossenen Donnerstag seynd die zwey Battaillons des bisher in Landshut in Gar nison gelegenen löbl.,0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Herzog Clementischen Jnfanterie regiments, alhier eingerucket, wohingegen den nemlichen Tag beyde Batail lons des löbl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Leib regiments, so jüngst ver wichenen Montag von hier aufgebrochen, um jene abzulösen, in Landshut eingetroffen.| München  Novemb.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Majestät hohen Generalität, dann sämment licher regulirten Regimentern zu Pferd, und zu Fuss, wie nämlich dieselbe mit medio Aprilis 1751. mit ihren angestellten Stabs Officie ren zu allerhöchsten Kriegs Diensten in Be reitschaft stehen, in welchen Ländern sich der malen die Regimenter befinden, und derer selben Herren Kriegs Agenten in Wien mit Namen heissen; im langen 8vo nach der neue sten Promotion, mit möglichster accuratesse, nach dem Alphabet und dahero ohne Rang, auf Schreib Papier zum Nutzen, und Gebrauch des Militar Standes verfasset; samt denen Wohnungen deren Herren Kriegs Agenten.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"Alles, geniesset übrigens, einem Schreiben aus Bastia zufolge, gegenwärtig der ange nehmen Ruhe.| Meiland   Verwichenen Sonntag um  Uhr Morgens verspührte man alhier ein Erdbeben, welches die Ruhe aller Einwohnern stöhrete, dieselbe in grossen Schrecken, aber keinen weiteren Scha den brachte; Man glaubet es seye dieses eine Folge des grausamen Erdbebens, so sich in der Provinz Romagna geäussert, und grosse Verheerungen alda angerichtet.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Die Fregatten betreffend, so hat jede  Canonen an Bord.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
Geschehen in dem Haag den   1751. von Hellen.| Aus dem Russischen Reich.| Petersburg   Letzt verwichenen Sonn abend als den  dieses des Abends geruheten Jhro Kaiserl.,6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Hoheiten der Gross fürst und die Gross fürstin den Sommer pallast wieder zu ver lassen, und sich in dem Winter pallast zu er heben.",10,10_ungarn_wasser_regen_schaden,"['ungarn', 'wasser', 'regen', 'schaden', 'kälte', 'wetter', 'schnee', 'wind', 'häuser', 'orten']",,ungarn - wasser - regen - schaden - kälte - wetter - schnee - wind - häuser - orten,False
"Nachdem allerhöchst dieselben daselbst eingetroffen waren, wurden die Canonen von der Festung und Admiralität abgefeuert.| Petersburg   Gestern Morgens zwischen  und  Uhr ist die grosse Reva und in der Nacht von dem  auf den  die kleine Reva zugegangen, nachdem die freye Communication zwischen de nen verschiedenen Jnsuln hiesiger Stadt durch den starken Eisgang einige Tage gehemmt ge wesen.",6,6_türken_russischen_russische_russisch,"['türken', 'russischen', 'russische', 'russisch', 'russen', 'russland', 'petersburg', 'juden', 'rus', 'hungarn']",,türken - russischen - russische - russisch - russen - russland - petersburg - juden - rus - hungarn,False
"Majestat würklich GeGeheimen heimen und Conferenz Rahts, Obrist Hof meistern, Feld marschallen, General Obri sten deren Windisch und Petrinianischen Grän zen, Obristen über ein Regiment zu Fuss, und Commandanten hiesiger Kaiserl.",0,0_hungarn_armee_feind_böhmen,"['hungarn', 'armee', 'feind', 'böhmen', 'general', 'regiment', 'ungarn', 'lager', 'türken', 'truppen']",,hungarn - armee - feind - böhmen - general - regiment - ungarn - lager - türken - truppen,False
"RepræsentationRepraesentation und Kammer zu Nu zen des Publici sich mit Miet pferden, und geringen Wägen nach Wienerischen Fuss derge stalten eingerichtet, dass sowol die Cavaliers, als andere reisende Standes personen mit Stadt wägen, und seiner eigenen gleichgebenden properen Liberey, als auch über Land mit so vielen Pferden, als man will, und mit denen schön sten Wägen in die Nähe, und in die Weite zu allen Stunden um einen sehr leichten Preis bedienen lasset, so hiemit allen hier durch Passierenden zu wissen bedeutet wird.",9,9_pferde_pferd_pferden_zigeuner,"['pferde', 'pferd', 'pferden', 'zigeuner', 'roma', 'wägen', 'blessirt', 'stall', 'fuss', 'kutschen']",,pferde - pferd - pferden - zigeuner - roma - wägen - blessirt - stall - fuss - kutschen,False
